engagement_id,impression_id,user_id,ad_id,campaign_id,engagement_type,time_spent_seconds,scroll_depth_percent,interaction_count,engagement_timestamp
ENG-045306,IMP-190218,FNP-U02133,AD-010,CMP-003,scroll,69,86,2,2026-02-11 21:38:43
ENG-066986,IMP-000651,FNP-U02133,AD-014,CMP-004,click,1,46,1,2026-02-18 13:19:17
ENG-067229,IMP-153663,FNP-U02133,AD-015,CMP-004,hover,10,10,2,2026-02-21 18:14:32
ENG-086428,IMP-050121,FNP-U02133,AD-017,CMP-005,click,7,14,1,2026-03-07 13:50:28
ENG-037069,IMP-068079,FNP-U02133,AD-004,CMP-001,scroll,67,88,2,2026-03-12 21:38:58
ENG-054139,IMP-086244,FNP-U02133,AD-013,CMP-004,hover,9,14,1,2026-03-13 13:33:11
ENG-037898,IMP-152370,FNP-U02133,AD-003,CMP-001,hover,14,0,1,2026-03-15 13:35:25
ENG-061383,IMP-025383,FNP-U02133,AD-001,CMP-001,scroll,84,71,2,2026-03-15 22:06:32
ENG-051872,IMP-129228,FNP-U02133,AD-008,CMP-002,scroll,82,62,1,2026-03-28 09:12:50
ENG-052258,IMP-132388,FNP-U02133,AD-017,CMP-005,scroll,93,53,2,2026-03-31 21:32:58
ENG-045718,IMP-001399,FNP-U02134,AD-018,CMP-005,click,4,44,1,2026-01-06 06:33:23
ENG-091359,IMP-081068,FNP-U02134,AD-014,CMP-004,click,7,16,1,2026-01-11 13:43:16
ENG-099876,IMP-127062,FNP-U02134,AD-014,CMP-004,hover,7,19,1,2026-02-11 09:28:09
ENG-007496,IMP-088128,FNP-U02134,AD-020,CMP-005,click,6,26,1,2026-03-04 09:34:47
ENG-099296,IMP-155579,FNP-U02134,AD-010,CMP-003,scroll,114,64,2,2026-03-07 06:08:54
ENG-050247,IMP-188567,FNP-U02134,AD-009,CMP-003,hover,19,18,2,2026-03-20 10:00:55
ENG-062932,IMP-114763,FNP-U02134,AD-016,CMP-004,click,1,51,1,2026-03-23 09:35:05
ENG-034852,IMP-003688,FNP-U02134,AD-009,CMP-003,hover,4,7,2,2026-03-30 06:55:52
ENG-074986,IMP-167700,FNP-U02135,AD-006,CMP-002,video_watch,270,59,1,2026-01-03 13:44:23
ENG-032580,IMP-022027,FNP-U02135,AD-005,CMP-002,hover,15,3,1,2026-01-08 00:18:37
ENG-007598,IMP-161267,FNP-U02135,AD-003,CMP-001,click,4,53,1,2026-01-11 06:47:03
ENG-085934,IMP-093271,FNP-U02135,AD-001,CMP-001,click,8,55,1,2026-01-31 00:35:47
ENG-093889,IMP-193221,FNP-U02135,AD-009,CMP-003,hover,9,8,1,2026-02-06 13:56:12
ENG-053180,IMP-017097,FNP-U02135,AD-011,CMP-003,click,9,51,1,2026-02-10 00:27:24
ENG-086131,IMP-181352,FNP-U02135,AD-013,CMP-004,click,10,49,1,2026-02-16 06:57:10
ENG-040465,IMP-117172,FNP-U02135,AD-009,CMP-003,click,5,54,1,2026-03-22 21:02:09
ENG-059897,IMP-004004,FNP-U02136,AD-009,CMP-003,hover,6,0,2,2026-01-01 13:12:14
ENG-026350,IMP-058364,FNP-U02136,AD-022,CMP-006,click,7,41,1,2026-01-07 09:22:26
ENG-022472,IMP-037621,FNP-U02136,AD-007,CMP-002,hover,13,14,2,2026-01-13 21:43:09
ENG-094587,IMP-030226,FNP-U02136,AD-006,CMP-002,video_watch,190,72,2,2026-01-21 14:07:09
ENG-023762,IMP-101223,FNP-U02136,AD-003,CMP-001,scroll,85,96,2,2026-01-30 09:32:50
ENG-070755,IMP-043872,FNP-U02136,AD-018,CMP-005,video_watch,199,41,2,2026-02-05 09:19:58
ENG-074335,IMP-043717,FNP-U02136,AD-013,CMP-004,hover,3,17,1,2026-02-08 06:37:57
ENG-089082,IMP-029253,FNP-U02136,AD-017,CMP-005,video_watch,188,69,1,2026-02-19 09:34:36
ENG-054001,IMP-108234,FNP-U02136,AD-008,CMP-002,scroll,112,93,2,2026-03-02 00:51:23
ENG-087887,IMP-157427,FNP-U02136,AD-009,CMP-003,hover,14,11,1,2026-03-06 13:10:17
ENG-095379,IMP-142358,FNP-U02136,AD-008,CMP-002,scroll,12,51,1,2026-03-08 18:54:41
ENG-014968,IMP-024348,FNP-U02136,AD-011,CMP-003,video_watch,294,43,2,2026-03-22 06:15:34
ENG-027175,IMP-055081,FNP-U02137,AD-013,CMP-004,click,1,51,1,2026-01-14 13:53:07
ENG-088390,IMP-006060,FNP-U02137,AD-001,CMP-001,scroll,41,82,3,2026-02-01 06:41:13
ENG-015303,IMP-096786,FNP-U02137,AD-004,CMP-001,hover,3,18,2,2026-02-01 13:54:21
ENG-077472,IMP-128521,FNP-U02137,AD-006,CMP-002,click,4,38,1,2026-02-19 09:38:20
ENG-009251,IMP-144136,FNP-U02137,AD-008,CMP-002,hover,11,14,1,2026-02-21 09:12:18
ENG-033527,IMP-059612,FNP-U02137,AD-011,CMP-003,click,4,25,1,2026-02-28 21:54:56
ENG-055432,IMP-188183,FNP-U02137,AD-005,CMP-002,scroll,81,45,3,2026-03-10 18:52:35
ENG-051361,IMP-069579,FNP-U02137,AD-012,CMP-003,click,2,15,1,2026-03-11 00:23:08
ENG-029432,IMP-180063,FNP-U02138,AD-004,CMP-001,click,2,45,1,2026-01-01 13:07:35
ENG-058229,IMP-109662,FNP-U02138,AD-004,CMP-001,click,8,20,1,2026-01-02 13:54:46
ENG-007055,IMP-105906,FNP-U02138,AD-017,CMP-005,click,2,10,1,2026-01-18 18:50:54
ENG-058640,IMP-070492,FNP-U02138,AD-015,CMP-004,click,1,16,1,2026-01-21 13:53:04
ENG-089087,IMP-003446,FNP-U02138,AD-012,CMP-003,hover,5,13,2,2026-01-22 18:06:06
ENG-041708,IMP-183846,FNP-U02138,AD-010,CMP-003,hover,19,20,2,2026-02-03 09:43:21
ENG-043146,IMP-186035,FNP-U02138,AD-021,CMP-006,click,10,38,1,2026-02-03 09:55:53
ENG-016363,IMP-098134,FNP-U02138,AD-011,CMP-003,scroll,80,57,2,2026-03-01 06:10:19
ENG-030125,IMP-077748,FNP-U02138,AD-015,CMP-004,click,5,49,1,2026-03-09 21:19:00
ENG-084874,IMP-032977,FNP-U02138,AD-001,CMP-001,click,10,37,1,2026-03-18 13:27:19
ENG-099750,IMP-037873,FNP-U02139,AD-002,CMP-001,hover,9,14,2,2026-01-08 06:59:18
ENG-089388,IMP-081192,FNP-U02139,AD-004,CMP-001,scroll,48,52,1,2026-01-18 00:28:46
ENG-059790,IMP-101008,FNP-U02139,AD-015,CMP-004,click,2,45,1,2026-02-01 09:05:44
ENG-088484,IMP-056857,FNP-U02139,AD-012,CMP-003,hover,7,7,2,2026-02-02 00:33:01
ENG-085735,IMP-117380,FNP-U02139,AD-014,CMP-004,hover,15,18,1,2026-02-05 13:44:57
ENG-083269,IMP-088060,FNP-U02139,AD-013,CMP-004,click,5,38,1,2026-02-05 21:19:50
ENG-089363,IMP-122826,FNP-U02139,AD-004,CMP-001,scroll,115,75,1,2026-02-12 21:55:23
ENG-098644,IMP-094949,FNP-U02139,AD-008,CMP-002,scroll,75,52,2,2026-02-19 13:30:17
ENG-050524,IMP-115866,FNP-U02139,AD-011,CMP-003,video_watch,169,25,1,2026-02-24 00:33:46
ENG-024903,IMP-137025,FNP-U02139,AD-002,CMP-001,scroll,81,70,1,2026-02-24 09:14:17
ENG-083566,IMP-118573,FNP-U02139,AD-010,CMP-003,hover,5,7,1,2026-03-08 13:20:18
ENG-057229,IMP-068452,FNP-U02139,AD-012,CMP-003,click,2,15,1,2026-03-09 09:27:06
ENG-072327,IMP-027261,FNP-U02139,AD-009,CMP-003,hover,14,3,2,2026-03-17 18:19:59
ENG-020759,IMP-162806,FNP-U02139,AD-004,CMP-001,hover,8,8,2,2026-03-19 21:06:22
ENG-053995,IMP-067677,FNP-U02140,AD-020,CMP-005,click,2,39,1,2026-02-02 18:47:43
ENG-076342,IMP-184352,FNP-U02140,AD-008,CMP-002,click,2,60,1,2026-02-03 21:23:58
ENG-024518,IMP-146647,FNP-U02140,AD-002,CMP-001,hover,8,18,2,2026-02-05 18:51:14
ENG-093969,IMP-006321,FNP-U02140,AD-013,CMP-004,click,7,51,1,2026-02-26 13:52:47
ENG-067094,IMP-026214,FNP-U02140,AD-009,CMP-003,hover,5,0,1,2026-03-02 21:42:07
ENG-063369,IMP-157097,FNP-U02140,AD-004,CMP-001,scroll,38,69,2,2026-03-04 09:38:53
ENG-043682,IMP-152886,FNP-U02140,AD-001,CMP-001,video_watch,217,49,2,2026-03-09 18:17:37
ENG-011205,IMP-130661,FNP-U02140,AD-011,CMP-003,scroll,13,58,1,2026-03-13 06:57:13
ENG-033495,IMP-120032,FNP-U02140,AD-021,CMP-006,hover,6,7,2,2026-03-18 18:23:05
ENG-035845,IMP-013505,FNP-U02140,AD-016,CMP-004,click,5,14,1,2026-03-26 18:58:09
ENG-043093,IMP-142986,FNP-U02141,AD-001,CMP-001,video_watch,211,80,1,2026-01-18 09:56:35
ENG-049738,IMP-085668,FNP-U02141,AD-002,CMP-001,hover,10,20,2,2026-01-23 13:43:21
ENG-069121,IMP-071191,FNP-U02141,AD-021,CMP-006,click,10,17,1,2026-01-26 09:16:25
ENG-044823,IMP-010060,FNP-U02141,AD-016,CMP-004,click,7,42,1,2026-01-28 00:43:47
ENG-021280,IMP-123708,FNP-U02141,AD-015,CMP-004,hover,19,6,1,2026-02-05 13:45:11
ENG-029942,IMP-054372,FNP-U02141,AD-012,CMP-003,click,8,13,1,2026-02-19 18:41:23
ENG-022625,IMP-176713,FNP-U02141,AD-020,CMP-005,click,9,10,1,2026-03-31 00:55:06
ENG-044076,IMP-088689,FNP-U02142,AD-003,CMP-001,click,6,30,1,2026-01-17 18:32:30
ENG-095923,IMP-083911,FNP-U02142,AD-013,CMP-004,hover,16,8,2,2026-01-29 13:25:14
ENG-063207,IMP-005789,FNP-U02142,AD-011,CMP-003,video_watch,184,25,2,2026-02-02 09:42:47
ENG-086857,IMP-157790,FNP-U02142,AD-021,CMP-006,hover,17,16,2,2026-02-08 13:43:26
ENG-008751,IMP-082536,FNP-U02142,AD-010,CMP-003,scroll,114,65,2,2026-02-12 21:58:46
ENG-000237,IMP-008712,FNP-U02142,AD-012,CMP-003,click,7,50,1,2026-02-14 09:24:43
ENG-076728,IMP-151058,FNP-U02142,AD-010,CMP-003,scroll,67,89,2,2026-03-03 21:57:52
ENG-023761,IMP-075425,FNP-U02142,AD-002,CMP-001,hover,8,16,1,2026-03-06 18:14:54
ENG-094783,IMP-120773,FNP-U02142,AD-008,CMP-002,click,9,28,1,2026-03-14 09:55:45
ENG-068873,IMP-143542,FNP-U02143,AD-017,CMP-005,video_watch,291,87,1,2026-01-06 21:06:47
ENG-040846,IMP-147470,FNP-U02143,AD-005,CMP-002,hover,10,10,2,2026-01-18 13:43:28
ENG-030209,IMP-140811,FNP-U02143,AD-010,CMP-003,hover,3,13,2,2026-02-16 13:44:44
ENG-074318,IMP-159046,FNP-U02143,AD-013,CMP-004,hover,7,4,2,2026-03-06 13:09:15
ENG-094189,IMP-126292,FNP-U02143,AD-013,CMP-004,hover,15,11,2,2026-03-07 13:20:37
ENG-039735,IMP-170697,FNP-U02143,AD-001,CMP-001,video_watch,46,47,1,2026-03-08 13:32:09
ENG-093056,IMP-144333,FNP-U02143,AD-008,CMP-002,hover,15,13,2,2026-03-08 18:28:42
ENG-093947,IMP-153620,FNP-U02143,AD-013,CMP-004,click,10,42,1,2026-03-12 00:55:02
ENG-032452,IMP-083920,FNP-U02143,AD-002,CMP-001,click,4,56,1,2026-03-18 13:04:56
ENG-069348,IMP-036846,FNP-U02143,AD-003,CMP-001,hover,10,11,2,2026-03-20 09:08:32
ENG-044000,IMP-058993,FNP-U02143,AD-017,CMP-005,scroll,31,59,2,2026-03-30 13:24:28
ENG-066354,IMP-114845,FNP-U02144,AD-006,CMP-002,scroll,45,88,1,2026-01-11 13:10:04
ENG-055700,IMP-164514,FNP-U02144,AD-014,CMP-004,click,7,14,1,2026-01-14 18:14:02
ENG-020139,IMP-001341,FNP-U02144,AD-023,CMP-006,scroll,78,80,2,2026-01-28 09:31:28
ENG-003397,IMP-129747,FNP-U02144,AD-011,CMP-003,scroll,57,71,3,2026-02-15 09:52:35
ENG-087101,IMP-136790,FNP-U02144,AD-008,CMP-002,click,9,24,1,2026-02-21 13:38:40
ENG-065961,IMP-065827,FNP-U02144,AD-007,CMP-002,click,8,36,1,2026-02-23 18:30:46
ENG-000802,IMP-121368,FNP-U02144,AD-010,CMP-003,click,2,22,1,2026-03-01 09:58:08
ENG-022011,IMP-170746,FNP-U02144,AD-009,CMP-003,hover,15,19,2,2026-03-03 06:20:12
ENG-088108,IMP-196391,FNP-U02145,AD-004,CMP-001,scroll,53,58,2,2026-01-09 09:45:07
ENG-085967,IMP-181411,FNP-U02145,AD-004,CMP-001,hover,2,10,2,2026-01-16 18:15:23
ENG-031224,IMP-199629,FNP-U02145,AD-001,CMP-001,video_watch,131,46,2,2026-01-26 06:46:23
ENG-049422,IMP-112912,FNP-U02145,AD-015,CMP-004,click,1,15,1,2026-01-30 13:38:04
ENG-037566,IMP-122747,FNP-U02145,AD-006,CMP-002,video_watch,227,46,1,2026-02-04 21:26:06
ENG-054442,IMP-037416,FNP-U02145,AD-008,CMP-002,click,9,14,1,2026-02-21 13:22:44
ENG-072718,IMP-199269,FNP-U02145,AD-017,CMP-005,scroll,41,82,1,2026-02-27 13:10:00
ENG-036952,IMP-161113,FNP-U02145,AD-012,CMP-003,hover,6,19,2,2026-03-30 18:54:46
ENG-019428,IMP-007182,FNP-U02146,AD-009,CMP-003,click,8,19,1,2026-01-06 18:06:23
ENG-037090,IMP-145176,FNP-U02146,AD-010,CMP-003,scroll,55,58,1,2026-01-19 13:19:46
ENG-064051,IMP-010885,FNP-U02146,AD-013,CMP-004,click,6,24,1,2026-01-21 09:12:06
ENG-066200,IMP-133541,FNP-U02146,AD-008,CMP-002,hover,20,7,2,2026-02-22 09:39:07
ENG-091760,IMP-007833,FNP-U02146,AD-006,CMP-002,scroll,99,94,3,2026-02-23 18:39:34
ENG-031943,IMP-160304,FNP-U02146,AD-004,CMP-001,scroll,51,64,2,2026-03-07 21:42:24
ENG-052910,IMP-025103,FNP-U02146,AD-012,CMP-003,click,3,23,1,2026-03-28 00:22:14
ENG-080948,IMP-162629,FNP-U02147,AD-001,CMP-001,scroll,16,94,3,2026-01-13 21:30:18
ENG-043995,IMP-135977,FNP-U02147,AD-012,CMP-003,click,2,27,1,2026-01-28 07:01:59
ENG-090884,IMP-081295,FNP-U02147,AD-009,CMP-003,scroll,30,43,1,2026-03-02 18:19:10
ENG-031097,IMP-012698,FNP-U02147,AD-017,CMP-005,scroll,43,63,3,2026-03-15 22:03:20
ENG-037527,IMP-162574,FNP-U02147,AD-014,CMP-004,click,4,58,1,2026-03-21 13:52:02
ENG-008366,IMP-058652,FNP-U02148,AD-018,CMP-005,click,6,38,1,2026-01-20 22:00:15
ENG-041899,IMP-197230,FNP-U02148,AD-002,CMP-001,click,9,12,1,2026-02-05 09:08:54
ENG-046423,IMP-038891,FNP-U02148,AD-016,CMP-004,hover,20,1,1,2026-02-21 06:25:55
ENG-083579,IMP-119854,FNP-U02148,AD-011,CMP-003,video_watch,51,50,2,2026-02-21 06:35:27
ENG-014527,IMP-078184,FNP-U02148,AD-015,CMP-004,hover,8,9,2,2026-03-03 09:30:53
ENG-042593,IMP-048101,FNP-U02148,AD-018,CMP-005,scroll,88,94,2,2026-03-05 18:05:34
ENG-096036,IMP-084023,FNP-U02148,AD-012,CMP-003,scroll,17,99,1,2026-03-19 00:46:32
ENG-013793,IMP-023245,FNP-U02148,AD-004,CMP-001,scroll,35,44,3,2026-03-23 13:30:22
ENG-078841,IMP-142931,FNP-U02149,AD-019,CMP-005,click,4,31,1,2026-01-11 13:29:39
ENG-004489,IMP-041660,FNP-U02149,AD-008,CMP-002,scroll,76,62,2,2026-01-11 18:24:27
ENG-052931,IMP-115881,FNP-U02149,AD-008,CMP-002,hover,13,14,2,2026-01-13 13:47:44
ENG-008036,IMP-131447,FNP-U02149,AD-012,CMP-003,click,2,23,1,2026-02-19 13:48:40
ENG-061547,IMP-047932,FNP-U02150,AD-021,CMP-006,click,9,23,1,2026-01-03 13:16:02
ENG-051617,IMP-098666,FNP-U02150,AD-017,CMP-005,click,9,46,1,2026-01-10 18:32:36
ENG-023493,IMP-176266,FNP-U02150,AD-010,CMP-003,scroll,11,99,3,2026-01-18 13:15:25
ENG-065963,IMP-067388,FNP-U02150,AD-004,CMP-001,scroll,84,99,2,2026-01-31 13:19:02
ENG-098926,IMP-157578,FNP-U02150,AD-023,CMP-006,hover,11,11,2,2026-02-03 06:49:17
ENG-097832,IMP-136310,FNP-U02150,AD-024,CMP-006,hover,6,0,2,2026-02-16 09:15:42
ENG-056764,IMP-192434,FNP-U02150,AD-004,CMP-001,click,3,54,1,2026-02-16 18:32:18
ENG-087048,IMP-144428,FNP-U02150,AD-006,CMP-002,scroll,41,80,1,2026-02-19 21:18:20
ENG-019744,IMP-187054,FNP-U02150,AD-003,CMP-001,hover,7,0,2,2026-02-25 13:49:27
ENG-024509,IMP-093146,FNP-U02150,AD-019,CMP-005,video_watch,104,34,1,2026-02-28 18:32:21
ENG-033498,IMP-080364,FNP-U02150,AD-022,CMP-006,scroll,41,65,3,2026-03-07 00:24:44
ENG-079630,IMP-065549,FNP-U02150,AD-006,CMP-002,scroll,85,49,1,2026-03-19 10:06:48
ENG-096176,IMP-170807,FNP-U02150,AD-021,CMP-006,hover,3,6,1,2026-03-27 21:32:00
ENG-005363,IMP-040647,FNP-U02150,AD-012,CMP-003,scroll,90,97,2,2026-03-29 00:31:35
ENG-061778,IMP-115826,FNP-U02150,AD-007,CMP-002,hover,13,4,2,2026-03-29 09:53:55
ENG-090732,IMP-043905,FNP-U02151,AD-009,CMP-003,scroll,85,70,1,2026-01-03 18:34:54
ENG-016391,IMP-129819,FNP-U02151,AD-014,CMP-004,hover,12,14,2,2026-01-04 18:03:13
ENG-018530,IMP-068455,FNP-U02151,AD-023,CMP-006,hover,8,7,2,2026-01-15 18:50:59
ENG-043586,IMP-129483,FNP-U02151,AD-010,CMP-003,hover,10,2,2,2026-01-27 09:47:20
ENG-005524,IMP-152239,FNP-U02151,AD-005,CMP-002,click,10,53,1,2026-01-30 09:41:22
ENG-062951,IMP-171130,FNP-U02151,AD-010,CMP-003,click,5,30,1,2026-01-31 09:22:25
ENG-082119,IMP-079659,FNP-U02151,AD-008,CMP-002,click,7,17,1,2026-02-24 14:03:38
ENG-099422,IMP-075045,FNP-U02151,AD-015,CMP-004,hover,15,13,1,2026-03-12 13:21:04
ENG-049953,IMP-198678,FNP-U02151,AD-002,CMP-001,hover,13,18,2,2026-03-21 21:21:47
ENG-051832,IMP-073673,FNP-U02151,AD-017,CMP-005,click,9,17,1,2026-03-23 09:34:10
ENG-044237,IMP-084854,FNP-U02152,AD-015,CMP-004,click,5,23,1,2026-01-24 18:16:32
ENG-086314,IMP-104566,FNP-U02152,AD-007,CMP-002,click,1,38,1,2026-02-01 09:08:42
ENG-034211,IMP-033839,FNP-U02152,AD-019,CMP-005,scroll,47,46,3,2026-02-02 06:56:40
ENG-063654,IMP-093308,FNP-U02152,AD-004,CMP-001,click,4,22,1,2026-02-05 13:21:40
ENG-092556,IMP-140208,FNP-U02152,AD-002,CMP-001,click,3,16,1,2026-02-18 13:16:37
ENG-014679,IMP-099643,FNP-U02152,AD-013,CMP-004,click,10,22,1,2026-02-21 06:37:47
ENG-065282,IMP-053732,FNP-U02152,AD-002,CMP-001,scroll,66,53,2,2026-03-10 21:44:00
ENG-034024,IMP-197781,FNP-U02152,AD-022,CMP-006,click,2,30,1,2026-03-11 09:45:39
ENG-036944,IMP-016728,FNP-U02152,AD-004,CMP-001,click,9,45,1,2026-03-18 09:33:48
ENG-083268,IMP-194503,FNP-U02152,AD-019,CMP-005,scroll,59,68,2,2026-03-23 13:34:04
ENG-051816,IMP-145153,FNP-U02152,AD-014,CMP-004,hover,14,1,1,2026-03-24 18:58:05
ENG-076548,IMP-003743,FNP-U02153,AD-015,CMP-004,hover,13,16,1,2026-01-11 00:50:17
ENG-061342,IMP-003257,FNP-U02153,AD-009,CMP-003,hover,19,4,1,2026-01-11 21:37:17
ENG-079293,IMP-066701,FNP-U02153,AD-021,CMP-006,scroll,57,80,2,2026-02-08 21:33:43
ENG-006939,IMP-156380,FNP-U02153,AD-004,CMP-001,click,5,58,1,2026-02-13 21:56:55
ENG-091324,IMP-086426,FNP-U02153,AD-010,CMP-003,scroll,56,97,2,2026-02-19 18:55:39
ENG-020957,IMP-072463,FNP-U02153,AD-017,CMP-005,scroll,35,69,1,2026-03-01 06:15:55
ENG-039843,IMP-131017,FNP-U02153,AD-010,CMP-003,scroll,85,66,3,2026-03-04 18:06:57
ENG-042389,IMP-167915,FNP-U02153,AD-005,CMP-002,click,9,34,1,2026-03-07 18:15:00
ENG-080517,IMP-023884,FNP-U02153,AD-018,CMP-005,click,6,30,1,2026-03-28 18:37:17
ENG-083101,IMP-163151,FNP-U02154,AD-001,CMP-001,click,8,12,1,2026-01-03 09:10:11
ENG-086896,IMP-175854,FNP-U02154,AD-002,CMP-001,scroll,47,94,1,2026-02-01 13:29:02
ENG-058147,IMP-000481,FNP-U02154,AD-002,CMP-001,hover,15,16,1,2026-02-13 09:38:00
ENG-001946,IMP-066086,FNP-U02154,AD-015,CMP-004,click,4,30,1,2026-02-14 21:54:58
ENG-084241,IMP-092953,FNP-U02154,AD-002,CMP-001,click,6,39,1,2026-02-20 13:45:08
ENG-041119,IMP-013506,FNP-U02154,AD-008,CMP-002,hover,13,2,1,2026-02-21 18:28:44
ENG-051735,IMP-055392,FNP-U02154,AD-001,CMP-001,scroll,43,45,3,2026-03-07 13:27:46
ENG-035626,IMP-085828,FNP-U02155,AD-017,CMP-005,video_watch,122,65,1,2026-01-05 21:27:42
ENG-021031,IMP-063325,FNP-U02155,AD-008,CMP-002,click,7,47,1,2026-01-15 09:20:52
ENG-022209,IMP-043222,FNP-U02155,AD-017,CMP-005,click,3,46,1,2026-01-18 09:04:26
ENG-038307,IMP-186075,FNP-U02155,AD-007,CMP-002,hover,14,12,2,2026-01-22 09:16:37
ENG-025240,IMP-106951,FNP-U02155,AD-017,CMP-005,video_watch,294,64,2,2026-02-07 19:19:21
ENG-076808,IMP-039810,FNP-U02155,AD-001,CMP-001,scroll,14,42,3,2026-02-25 19:01:30
ENG-026629,IMP-067755,FNP-U02155,AD-008,CMP-002,scroll,97,88,3,2026-03-01 09:57:01
ENG-079937,IMP-074734,FNP-U02155,AD-008,CMP-002,click,6,17,1,2026-03-05 09:33:18
ENG-020282,IMP-108579,FNP-U02155,AD-005,CMP-002,hover,6,7,2,2026-03-10 09:06:11
ENG-015086,IMP-144465,FNP-U02155,AD-021,CMP-006,click,4,27,1,2026-03-14 13:27:35
ENG-010835,IMP-090148,FNP-U02156,AD-011,CMP-003,video_watch,289,63,2,2026-01-21 06:11:49
ENG-010116,IMP-144576,FNP-U02156,AD-021,CMP-006,click,2,42,1,2026-01-26 06:06:41
ENG-064104,IMP-004752,FNP-U02156,AD-022,CMP-006,click,4,46,1,2026-02-09 13:50:08
ENG-016829,IMP-039456,FNP-U02156,AD-005,CMP-002,click,1,12,1,2026-02-23 18:33:30
ENG-065771,IMP-001065,FNP-U02156,AD-008,CMP-002,scroll,36,93,3,2026-02-28 13:06:25
ENG-080771,IMP-032613,FNP-U02156,AD-001,CMP-001,click,2,23,1,2026-03-14 09:05:39
ENG-070824,IMP-091979,FNP-U02156,AD-017,CMP-005,video_watch,282,56,2,2026-03-29 00:51:35
ENG-010787,IMP-054822,FNP-U02157,AD-017,CMP-005,video_watch,161,41,1,2026-01-06 13:21:47
ENG-072182,IMP-158262,FNP-U02157,AD-001,CMP-001,scroll,76,78,1,2026-01-15 18:30:08
ENG-020638,IMP-044971,FNP-U02157,AD-006,CMP-002,click,8,41,1,2026-01-17 13:20:54
ENG-014296,IMP-145947,FNP-U02157,AD-002,CMP-001,hover,6,15,2,2026-02-05 21:26:01
ENG-027891,IMP-037724,FNP-U02157,AD-006,CMP-002,video_watch,254,49,1,2026-02-06 13:46:23
ENG-086637,IMP-150418,FNP-U02157,AD-018,CMP-005,video_watch,58,36,2,2026-03-04 13:50:49
ENG-066807,IMP-020890,FNP-U02157,AD-007,CMP-002,hover,16,18,1,2026-03-19 09:02:32
ENG-082087,IMP-146012,FNP-U02157,AD-001,CMP-001,scroll,99,91,2,2026-03-19 09:49:51
ENG-053294,IMP-041567,FNP-U02157,AD-013,CMP-004,hover,11,7,2,2026-03-21 06:45:58
ENG-046314,IMP-011057,FNP-U02157,AD-012,CMP-003,scroll,56,65,3,2026-03-28 21:39:51
ENG-027036,IMP-198890,FNP-U02158,AD-003,CMP-001,click,1,23,1,2026-01-02 09:30:51
ENG-010901,IMP-156871,FNP-U02158,AD-014,CMP-004,click,9,34,1,2026-01-12 21:43:32
ENG-081645,IMP-070551,FNP-U02158,AD-008,CMP-002,scroll,64,50,2,2026-01-14 09:22:47
ENG-054437,IMP-125476,FNP-U02158,AD-008,CMP-002,hover,12,12,2,2026-01-17 13:50:33
ENG-000340,IMP-021801,FNP-U02158,AD-011,CMP-003,click,1,11,1,2026-01-21 06:05:57
ENG-006299,IMP-032495,FNP-U02158,AD-019,CMP-005,video_watch,258,68,2,2026-01-24 22:02:24
ENG-067732,IMP-169304,FNP-U02158,AD-004,CMP-001,hover,16,5,1,2026-02-12 09:20:38
ENG-059685,IMP-024606,FNP-U02158,AD-004,CMP-001,click,1,25,1,2026-02-21 18:59:19
ENG-066914,IMP-122871,FNP-U02158,AD-001,CMP-001,video_watch,87,84,1,2026-02-22 06:25:30
ENG-004902,IMP-005353,FNP-U02158,AD-021,CMP-006,click,8,26,1,2026-02-22 21:07:46
ENG-041386,IMP-194803,FNP-U02158,AD-018,CMP-005,video_watch,151,46,1,2026-03-05 21:27:51
ENG-044890,IMP-005201,FNP-U02158,AD-002,CMP-001,scroll,31,73,3,2026-03-07 13:51:05
ENG-048364,IMP-100330,FNP-U02158,AD-010,CMP-003,hover,4,12,2,2026-03-18 13:51:46
ENG-021632,IMP-112875,FNP-U02158,AD-013,CMP-004,hover,8,16,1,2026-03-20 13:21:34
ENG-024653,IMP-054336,FNP-U02158,AD-017,CMP-005,click,2,48,1,2026-03-26 09:15:19
ENG-033031,IMP-176859,FNP-U02158,AD-012,CMP-003,hover,13,15,1,2026-03-26 14:02:14
ENG-015731,IMP-176382,FNP-U02159,AD-010,CMP-003,hover,2,0,1,2026-02-09 13:45:49
ENG-051132,IMP-054744,FNP-U02159,AD-020,CMP-005,hover,11,20,2,2026-02-14 13:35:43
ENG-027623,IMP-094290,FNP-U02159,AD-011,CMP-003,video_watch,296,43,1,2026-03-05 09:56:49
ENG-046560,IMP-020678,FNP-U02159,AD-009,CMP-003,hover,6,14,2,2026-03-06 21:48:44
ENG-090159,IMP-034189,FNP-U02159,AD-015,CMP-004,hover,7,1,2,2026-03-14 21:18:17
ENG-079773,IMP-149317,FNP-U02159,AD-004,CMP-001,scroll,82,79,2,2026-03-31 13:54:40
ENG-030739,IMP-121608,FNP-U02160,AD-002,CMP-001,scroll,58,60,3,2026-01-16 13:47:07
ENG-080671,IMP-004403,FNP-U02160,AD-009,CMP-003,hover,16,8,2,2026-01-20 09:03:41
ENG-040630,IMP-013517,FNP-U02160,AD-002,CMP-001,hover,16,18,1,2026-02-03 21:43:28
ENG-079767,IMP-032464,FNP-U02160,AD-021,CMP-006,scroll,25,74,1,2026-02-06 21:56:39
